category,city,country_region,customer_id,customer_name,order_date,order_id,postal_code,product_id,product_name,region,row_id,segment,ship_date,ship_mode,ship_status,state,sub_category,days_to_ship_actual,days_to_ship_scheduled,discount,profit,quantity,sales,sales_forecast
Furniture,Mentor,United States,MG-17680,Maureen Gastineau,2021-09-29,CA-2021-121300,44060,FUR-FU-10004586,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,East,4476,Home Office,2021-09-29,Same Day,Shipped On Time,Ohio,Furnishings,0,0,0.2,7,4,21,22
Furniture,Philadelphia,United States,BT-11485,Brad Thomas,2020-03-11,CA-2020-122511,19140,FUR-FU-10001037,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",East,9698,Home Office,2020-03-11,Same Day,Shipped On Time,Pennsylvania,Furnishings,0,0,0.2,9,4,30,31
Furniture,Mentor,United States,MG-17680,Maureen Gastineau,2021-09-29,CA-2021-121300,44060,FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",East,4472,Home Office,2021-09-29,Same Day,Shipped On Time,Ohio,Chairs,0,0,0.3,-15,1,64,66
Furniture,Mentor,United States,MG-17680,Maureen Gastineau,2021-09-29,CA-2021-121300,44060,FUR-TA-10004442,Riverside Furniture Stanwyck Manor Table Series,East,4474,Home Office,2021-09-29,Same Day,Shipped On Time,Ohio,Tables,0,0,0.4,-189,2,344,356
Furniture,New York City,United States,AP-10720,Anne Pryor,2021-11-19,CA-2021-143021,10011,FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,East,6951,Home Office,2021-11-19,Same Day,Shipped On Time,New York,Tables,0,0,0.4,-29,3,80,83
Furniture,Smyrna,United States,PP-18955,Paul Prost,2020-02-05,US-2020-108504,30080,FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",South,1387,Home Office,2020-02-05,Same Day,Shipped On Time,Georgia,Bookcases,0,0,0,53,2,240,248
Furniture,Smyrna,United States,PP-18955,Paul Prost,2020-02-05,US-2020-108504,30080,FUR-FU-10004091,"Eldon 200 Class Desk Accessories, Black",South,1386,Home Office,2020-02-05,Same Day,Shipped On Time,Georgia,Furnishings,0,0,0,7,3,19,19
Furniture,Oxnard,United States,LB-16795,Laurel Beltran,2020-12-01,US-2020-155768,93030,FUR-FU-10000448,Tenex Chairmats For Use With Carpeted Floors,West,9171,Home Office,2020-12-01,Same Day,Shipped On Time,California,Furnishings,0,0,0,2,2,32,33
Furniture,Los Angeles,United States,PS-18970,Paul Stevenson,2018-04-15,US-2018-120740,90049,FUR-FU-10004091,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",West,7658,Home Office,2018-04-15,Same Day,Shipped On Time,California,Furnishings,0,0,0,77,4,188,194
Furniture,Seattle,United States,RB-19465,Rick Bensley,2020-07-04,CA-2020-103107,98103,FUR-FU-10000221,"Master Caster Door Stop, Brown",West,5936,Home Office,2020-07-04,Same Day,Shipped On Time,Washington,Furnishings,0,0,0,9,5,25,26
Furniture,San Francisco,United States,DH-13675,Duane Huffman,2018-11-28,CA-2018-105249,94122,FUR-BO-10000330,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",West,5495,Home Office,2018-11-28,Same Day,Shipped On Time,California,Bookcases,0,0,0.15,-5,4,411,426
Furniture,Los Angeles,United States,MH-17290,Marc Harrigan,2020-06-14,US-2020-108497,90036,FUR-BO-10004218,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",West,5428,Home Office,2020-06-14,Same Day,Shipped On Time,California,Bookcases,0,0,0.15,35,5,599,620
Furniture,Glendale,United States,EM-14140,Eugene Moren,2021-11-12,CA-2021-134915,85301,FUR-CH-10004875,Harbour Creations 67200 Series Stacking Chairs,West,2952,Home Office,2021-11-12,Same Day,Shipped On Time,Arizona,Chairs,0,0,0.2,10,2,114,118
Furniture,Glendale,United States,EM-14140,Eugene Moren,2021-11-12,CA-2021-134915,85301,FUR-FU-10000305,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",West,2953,Home Office,2021-11-12,Same Day,Shipped On Time,Arizona,Furnishings,0,0,0.2,-6,2,114,118
Furniture,Manteca,United States,TN-21040,Tanja Norvell,2018-10-10,CA-2018-140403,95336,FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray",West,4533,Home Office,2018-10-10,Same Day,Shipped On Time,California,Chairs,0,0,0.2,14,3,122,127
Furniture,Seattle,United States,SU-20665,Stephanie Ulpright,2021-09-02,CA-2021-111388,98103,FUR-CH-10003061,"Global Leather Task Chair, Black",West,9262,Home Office,2021-09-02,Same Day,Shipped On Time,Washington,Chairs,0,0,0.2,-3,3,216,224
Furniture,Tucson,United States,AH-10120,Adrian Hane,2018-07-18,CA-2018-123295,85705,FUR-CH-10002372,Office Star - Ergonomically Designed Knee Chair,West,2103,Home Office,2018-07-18,Same Day,Shipped On Time,Arizona,Chairs,0,0,0.2,-26,4,259,268
Furniture,Louisville,United States,PO-19180,Philisse Overcash,2020-09-12,CA-2020-151148,80027,FUR-CH-10002304,"Global Stack Chair without Arms, Black",West,8771,Home Office,2020-09-13,Same Day,Shipped Late,Colorado,Chairs,1,0,0.2,5,4,83,86
Furniture,Long Beach,United States,KF-16285,Karen Ferguson,2021-09-11,CA-2021-149559,90805,FUR-CH-10002320,Hon Pagoda Stacking Chairs,West,3044,Home Office,2021-09-12,Same Day,Shipped Late,California,Chairs,1,0,0.2,257,8,2054,2126
Furniture,Lansing,United States,EH-14005,Erica Hernandez,2021-09-22,CA-2021-167381,48911,FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Central,2123,Home Office,2021-09-24,Second Class,Shipped Early,Michigan,Bookcases,2,3,0,41,2,242,250
Furniture,Milwaukee,United States,MP-18175,Mike Pelletier,2019-11-16,CA-2019-135685,53209,FUR-TA-10000688,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Central,2815,Home Office,2019-11-18,Second Class,Shipped Early,Wisconsin,Tables,2,3,0,111,3,654,676
Furniture,Milwaukee,United States,MP-18175,Mike Pelletier,2019-11-16,CA-2019-135685,53209,FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Central,2813,Home Office,2019-11-18,Second Class,Shipped Early,Wisconsin,Tables,2,3,0,36,3,214,222
Furniture,Milwaukee,United States,HR-14770,Hallie Redmond,2019-08-09,CA-2019-103954,53209,FUR-BO-10004690,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,Central,5035,Home Office,2019-08-13,Second Class,Shipped Late,Wisconsin,Bookcases,4,3,0,48,5,687,711
Furniture,Milwaukee,United States,MP-18175,Mike Pelletier,2019-11-16,CA-2019-135685,53209,FUR-FU-10001185,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Central,2812,Home Office,2019-11-18,Second Class,Shipped Early,Wisconsin,Furnishings,2,3,0,76,6,186,192
Furniture,Detroit,United States,NM-18445,Nathan Mautz,2019-05-23,CA-2019-136805,48234,FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,Central,7626,Home Office,2019-05-27,Second Class,Shipped Late,Michigan,Furnishings,4,3,0,20,9,75,78
Furniture,Houston,United States,AW-10930,Arthur Wiediger,2020-06-12,CA-2020-120824,77070,FUR-CH-10000229,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Central,8721,Home Office,2020-06-16,Second Class,Shipped Late,Texas,Chairs,4,3,0.3,-119,2,379,393
Furniture,Chicago,United States,GH-14410,Gary Hansen,2021-06-30,CA-2021-163006,60653,FUR-CH-10000229,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Central,5158,Home Office,2021-07-04,Second Class,Shipped Late,Illinois,Chairs,4,3,0.3,-179,3,569,589
Furniture,Houston,United States,SJ-20125,Sanjit Jacobs,2021-09-17,CA-2021-105669,77036,FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",Central,7451,Home Office,2021-09-22,Second Class,Shipped Late,Texas,Chairs,5,3,0.3,-77,5,318,330
Furniture,Chicago,United States,ME-17320,Maria Etezadi,2020-03-29,CA-2020-152555,60653,FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Central,3552,Home Office,2020-04-02,Second Class,Shipped Late,Illinois,Chairs,4,3,0.3,-36,6,844,874
Furniture,Chicago,United States,RD-19810,Ross DeVincentis,2021-02-03,CA-2021-127474,60610,FUR-FU-10004597,Eldon Cleatmat Chair Mats for Medium Pile Carpets,Central,7447,Home Office,2021-02-07,Second Class,Shipped Late,Illinois,Furnishings,4,3,0.6,-26,1,22,23
Furniture,Chicago,United States,GH-14410,Gary Hansen,2021-06-30,CA-2021-163006,60653,FUR-FU-10003799,"Seth Thomas 13 1/2"" Wall Clock",Central,5159,Home Office,2021-07-04,Second Class,Shipped Late,Illinois,Furnishings,4,3,0.6,-10,2,14,15
Furniture,Houston,United States,AW-10930,Arthur Wiediger,2020-06-12,CA-2020-120824,77070,FUR-FU-10001424,Dax Clear Box Frame,Central,8718,Home Office,2020-06-16,Second Class,Shipped Late,Texas,Furnishings,4,3,0.6,-5,2,7,7
Furniture,Saint Charles,United States,SZ-20035,Sam Zeldin,2019-12-21,CA-2019-154284,60174,FUR-FU-10003039,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Central,8286,Home Office,2019-12-26,Second Class,Shipped Late,Illinois,Furnishings,5,3,0.6,-34,3,52,54
Furniture,Houston,United States,MA-17560,Matt Abelman,2020-08-18,CA-2020-128916,77070,FUR-FU-10001940,Staple-based wall hangings,Central,9125,Home Office,2020-08-20,Second Class,Shipped Early,Texas,Furnishings,2,3,0.6,-4,3,10,10
Furniture,Aurora,United States,DR-12940,Daniel Raglin,2020-11-29,CA-2020-160241,60505,FUR-FU-10003806,"Tenex Chairmat w/ Average Lip, 45"" x 53""",Central,7879,Home Office,2020-12-04,Second Class,Shipped Late,Illinois,Furnishings,5,3,0.6,-303,4,242,251
Furniture,Dallas,United States,DB-12910,Daniel Byrd,2020-09-09,CA-2020-137176,75220,FUR-FU-10003832,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Central,3568,Home Office,2020-09-14,Second Class,Shipped Late,Texas,Furnishings,5,3,0.6,-12,4,15,16
Furniture,Houston,United States,MA-17560,Matt Abelman,2020-08-18,CA-2020-128916,77070,FUR-FU-10000320,OIC Stacking Trays,Central,9126,Home Office,2020-08-20,Second Class,Shipped Early,Texas,Furnishings,2,3,0.6,-2,4,5,6
Furniture,Houston,United States,TT-21460,Tonja Turnell,2021-03-04,US-2021-119816,77095,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Central,6447,Home Office,2021-03-06,Second Class,Shipped Early,Texas,Furnishings,2,3,0.6,-78,5,104,107
Furniture,Everett,United States,MA-17560,Matt Abelman,2019-11-27,CA-2019-130974,2149,FUR-BO-10002916,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",East,7672,Home Office,2019-11-29,Second Class,Shipped Early,Massachusetts,Bookcases,2,3,0,32,1,171,177
Furniture,Providence,United States,BE-11455,Brad Eason,2019-08-02,CA-2019-122406,2908,FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,East,4970,Home Office,2019-08-05,Second Class,Shipped On Time,Rhode Island,Chairs,3,3,0,16,1,111,115
Furniture,Washington,United States,DA-13450,Dianna Arnett,2021-01-12,US-2021-158512,20016,FUR-FU-10004973,Flat Face Poster Frame,East,1847,Home Office,2021-01-17,Second Class,Shipped Late,District of Columbia,Furnishings,5,3,0,16,2,38,39
Furniture,Troy,United States,BC-11125,Becky Castell,2020-04-04,CA-2020-123050,12180,FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",East,8228,Home Office,2020-04-08,Second Class,Shipped Late,New York,Furnishings,4,3,0,7,2,83,86
Furniture,Everett,United States,MA-17560,Matt Abelman,2019-11-27,CA-2019-130974,2149,FUR-FU-10002506,"Tensor ""Hersey Kiss"" Styled Floor Lamp",East,7673,Home Office,2019-11-29,Second Class,Shipped Early,Massachusetts,Furnishings,2,3,0,5,3,39,40
Furniture,New York City,United States,TC-21535,Tracy Collins,2019-06-04,US-2019-142020,10024,FUR-FU-10000672,"Executive Impressions 10"" Spectator Wall Clock",East,3362,Home Office,2019-06-08,Second Class,Shipped Late,New York,Furnishings,4,3,0,12,3,35,37
Furniture,New York City,United States,CC-12430,Chuck Clark,2021-10-03,CA-2021-143035,10009,FUR-FU-10001934,Magnifier Swing Arm Lamp,East,6372,Home Office,2021-10-05,Second Class,Shipped Early,New York,Furnishings,2,3,0,22,4,84,87
Furniture,New York City,United States,KB-16405,Katrina Bavinger,2021-09-03,CA-2021-161067,10035,FUR-CH-10004626,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,East,5827,Home Office,2021-09-06,Second Class,Shipped On Time,New York,Chairs,3,3,0.1,14,1,91,94
Furniture,New York City,United States,KB-16405,Katrina Bavinger,2021-09-03,CA-2021-161067,10035,FUR-CH-10004860,Global Low Back Tilter Chair,East,5828,Home Office,2021-09-06,Second Class,Shipped On Time,New York,Chairs,3,3,0.1,-8,2,182,188
Furniture,New York City,United States,MP-18175,Mike Pelletier,2018-11-25,CA-2018-119151,10009,FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",East,4728,Home Office,2018-11-29,Second Class,Shipped Late,New York,Bookcases,4,3,0.2,-38,3,276,286
Furniture,Lancaster,United States,JS-15940,Joni Sundaresam,2020-09-23,CA-2020-124016,43130,FUR-FU-10004963,"Eldon 400 Class Desk Accessories, Black Carbon",East,6054,Home Office,2020-09-26,Second Class,Shipped On Time,Ohio,Furnishings,3,3,0.2,8,4,28,29
Furniture,Springfield,United States,SR-20425,Sharelle Roach,2021-11-02,CA-2021-120061,45503,FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,East,8399,Home Office,2021-11-07,Second Class,Shipped Late,Ohio,Chairs,5,3,0.3,-36,2,155,161
Furniture,Everett,United States,MA-17560,Matt Abelman,2019-11-27,CA-2019-130974,2149,FUR-TA-10004619,Hon Non-Folding Utility Tables,East,7675,Home Office,2019-11-29,Second Class,Shipped Early,Massachusetts,Tables,2,3,0.3,0,4,446,462
Furniture,Dover,United States,PM-19135,Peter McVee,2019-12-19,US-2019-134558,3820,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,East,7489,Home Office,2019-12-24,Second Class,Shipped Late,New Hampshire,Tables,5,3,0.3,-105,4,1053,1090
Furniture,Lancaster,United States,SZ-20035,Sam Zeldin,2021-07-03,US-2021-111024,43130,FUR-TA-10002041,"Bevis Round Conference Table Top, X-Base",East,3429,Home Office,2021-07-06,Second Class,Shipped On Time,Ohio,Tables,3,3,0.4,-104,2,215,223
Furniture,Philadelphia,United States,RB-19465,Rick Bensley,2020-08-21,US-2020-146066,19143,FUR-TA-10002530,"Iceberg OfficeWorks 42"" Round Tables",East,5630,Home Office,2020-08-23,Second Class,Shipped Early,Pennsylvania,Tables,2,3,0.4,-340,9,815,844
Furniture,Arlington,United States,TC-21535,Tracy Collins,2019-09-19,CA-2019-115847,22204,FUR-BO-10003433,Sauder Cornerstone Collection Library,South,1303,Home Office,2019-09-24,Second Class,Shipped Late,Virginia,Bookcases,5,3,0,4,2,62,64
Furniture,Arlington,United States,MG-17875,Michael Grace,2019-09-22,CA-2019-134992,22204,FUR-FU-10002554,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",South,5841,Home Office,2019-09-26,Second Class,Shipped Late,Virginia,Furnishings,4,3,0,11,2,48,50
Furniture,Roswell,United States,MO-17800,Meg O'Connel,2021-09-17,CA-2021-157931,30076,FUR-CH-10000785,Global Ergonomic Managers Chair,South,2304,Home Office,2021-09-22,Second Class,Shipped Late,Georgia,Chairs,5,3,0,188,4,724,749
Furniture,Columbus,United States,DB-12910,Daniel Byrd,2020-04-01,CA-2020-127985,31907,FUR-FU-10003274,Regeneration Desk Collection,South,5643,Home Office,2020-04-05,Second Class,Shipped Late,Georgia,Furnishings,4,3,0,3,4,7,7
Furniture,Henderson,United States,DB-12910,Daniel Byrd,2021-03-31,US-2021-159205,42420,FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,South,3089,Home Office,2021-04-02,Second Class,Shipped Early,Kentucky,Furnishings,2,3,0,26,5,61,63
Furniture,Raleigh,United States,BF-11170,Ben Ferrer,2020-04-17,CA-2020-149111,27604,FUR-FU-10000206,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",South,2645,Home Office,2020-04-21,Second Class,Shipped Late,North Carolina,Furnishings,4,3,0.2,6,8,19,19
Furniture,Seattle,United States,PP-18955,Paul Prost,2018-09-29,CA-2018-126683,98115,FUR-FU-10001706,Longer-Life Soft White Bulbs,West,5626,Home Office,2018-10-01,Second Class,Shipped Early,Washington,Furnishings,2,3,0,3,2,6,6
Furniture,Seattle,United States,TC-21475,Tony Chapman,2019-11-19,CA-2019-151680,98115,FUR-FU-10000305,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",West,3698,Home Office,2019-11-21,Second Class,Shipped Early,Washington,Furnishings,2,3,0,23,2,142,147
Furniture,Seattle,United States,CM-12655,Corinna Mitchell,2021-12-03,CA-2021-143126,98115,FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",West,4717,Home Office,2021-12-07,Second Class,Shipped Late,Washington,Tables,4,3,0,89,2,522,540
Furniture,Costa Mesa,United States,BT-11305,Beth Thompson,2021-01-28,CA-2021-115994,92627,FUR-FU-10003976,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",West,1416,Home Office,2021-01-31,Second Class,Shipped On Time,California,Furnishings,3,3,0,13,3,38,39
Furniture,Danville,United States,NL-18310,Nancy Lomonaco,2021-11-02,US-2021-163790,94526,FUR-FU-10002508,Document Clip Frames,West,4589,Home Office,2021-11-04,Second Class,Shipped Early,California,Furnishings,2,3,0,11,3,25,26
Furniture,San Francisco,United States,NP-18685,Nora Pelletier,2019-05-25,CA-2019-141768,94109,FUR-FU-10002268,Ultra Door Push Plate,West,1937,Home Office,2019-05-27,Second Class,Shipped Early,California,Furnishings,2,3,0,5,3,15,15
Furniture,San Jose,United States,NF-18595,Nicole Fjeld,2018-04-19,CA-2018-169460,95123,FUR-FU-10004017,"Executive Impressions 13"" Chairman Wall Clock",West,4570,Home Office,2018-04-21,Second Class,Shipped Early,California,Furnishings,2,3,0,27,3,76,79
Furniture,Los Angeles,United States,TB-21190,Thomas Brumley,2021-11-11,CA-2021-148985,90045,FUR-FU-10001424,Dax Clear Box Frame,West,7468,Home Office,2021-11-15,Second Class,Shipped Late,California,Furnishings,4,3,0,12,4,35,36
Furniture,Los Angeles,United States,MH-17290,Marc Harrigan,2021-09-02,CA-2021-169327,90008,FUR-FU-10004188,Luxo Professional Combination Clamp-On Lamps,West,9848,Home Office,2021-09-04,Second Class,Shipped Early,California,Furnishings,2,3,0,133,5,512,529
Furniture,Chico,United States,NF-18595,Nicole Fjeld,2019-03-13,US-2019-139675,95928,FUR-FU-10001979,Dana Halogen Swing-Arm Architect Lamp,West,6291,Home Office,2019-03-18,Second Class,Shipped Late,California,Furnishings,5,3,0,92,8,328,339
Furniture,Seattle,United States,TW-21025,Tamara Willingham,2019-12-01,CA-2019-137113,98105,FUR-TA-10001705,Bush Advantage Collection Round Conference Table,West,6882,Home Office,2019-12-05,Second Class,Shipped Late,Washington,Tables,4,3,0,402,9,1913,1980
Furniture,Seattle,United States,PP-18955,Paul Prost,2018-09-29,CA-2018-126683,98115,FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",West,5627,Home Office,2018-10-01,Second Class,Shipped Early,Washington,Tables,2,3,0,399,9,2349,2431
Furniture,Salinas,United States,DB-12910,Daniel Byrd,2021-12-09,CA-2021-141201,93905,FUR-BO-10001519,O'Sullivan 3-Shelf Heavy-Duty Bookcases,West,7014,Home Office,2021-12-11,Second Class,Shipped Early,California,Bookcases,2,3,0.15,16,3,148,153
Furniture,San Francisco,United States,EK-13795,Eileen Kiefer,2018-03-18,CA-2018-111871,94110,FUR-BO-10004218,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",West,6152,Home Office,2018-03-21,Second Class,Shipped On Time,California,Bookcases,3,3,0.15,70,10,1198,1240
Furniture,San Francisco,United States,CS-12400,Christopher Schild,2021-09-15,CA-2021-127096,94109,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,West,8696,Home Office,2021-09-17,Second Class,Shipped Early,California,Tables,2,3,0.2,11,1,301,311
Furniture,Los Angeles,United States,BT-11530,Bradley Talbott,2021-02-26,CA-2021-117212,90036,FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,West,1191,Home Office,2021-02-28,Second Class,Shipped Early,California,Chairs,2,3,0.2,89,3,892,923
Furniture,Chico,United States,NF-18595,Nicole Fjeld,2019-03-13,US-2019-139675,95928,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,West,6290,Home Office,2019-03-18,Second Class,Shipped Late,California,Chairs,5,3,0.2,103,4,915,947
Furniture,Seattle,United States,TW-21025,Tamara Willingham,2019-12-01,CA-2019-137113,98105,FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,West,6880,Home Office,2019-12-05,Second Class,Shipped Late,Washington,Chairs,4,3,0.2,125,5,2004,2074
Furniture,Phoenix,United States,PS-18970,Paul Stevenson,2019-05-11,CA-2019-135727,85023,FUR-CH-10004540,Global Chrome Stack Chair,West,9541,Home Office,2019-05-16,Second Class,Shipped Late,Arizona,Chairs,5,3,0.2,17,7,192,199
Furniture,Los Angeles,United States,AT-10435,Alyssa Tate,2021-12-09,CA-2021-102407,90004,FUR-TA-10003748,Bevis 36 x 72 Conference Tables,West,4292,Home Office,2021-12-13,Second Class,Shipped Late,California,Tables,4,3,0.2,22,9,896,928
Furniture,San Francisco,United States,BC-11125,Becky Castell,2021-05-19,CA-2021-113530,94109,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",West,3625,Home Office,2021-05-21,Second Class,Shipped Early,California,Chairs,2,3,0.2,43,12,681,705
Furniture,Detroit,United States,RB-19465,Rick Bensley,2021-06-22,CA-2021-105823,48227,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Central,9033,Home Office,2021-06-26,Standard Class,Shipped Early,Michigan,Chairs,4,6,0,146,2,488,505
Furniture,Tulsa,United States,RB-19465,Rick Bensley,2018-09-07,CA-2018-117765,74133,FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",Central,5981,Home Office,2018-09-13,Standard Class,Shipped On Time,Oklahoma,Chairs,6,6,0,45,2,162,168
Furniture,Richmond,United States,HR-14770,Hallie Redmond,2021-01-14,CA-2021-113278,47374,FUR-FU-10001037,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Central,9866,Home Office,2021-01-20,Standard Class,Shipped On Time,Indiana,Furnishings,6,6,0,9,2,19,20
Furniture,Richmond,United States,TT-21460,Tonja Turnell,2021-11-26,CA-2021-141439,47374,FUR-FU-10001473,DAX Wood Document Frame,Central,7134,Home Office,2021-12-01,Standard Class,Shipped Early,Indiana,Furnishings,5,6,0,10,2,27,28
Furniture,Olathe,United States,TA-21385,Tom Ashbrook,2018-09-12,US-2018-119081,66062,FUR-FU-10003464,"Seth Thomas 8 1/2"" Cubicle Clock",Central,5452,Home Office,2018-09-19,Standard Class,Shipped Late,Kansas,Furnishings,7,6,0,13,2,41,42
Furniture,Jefferson City,United States,EL-13735,Ed Ludwig,2020-04-22,CA-2020-113061,65109,FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Central,1037,Home Office,2020-04-26,Standard Class,Shipped Early,Missouri,Furnishings,4,6,0,9,2,87,90
Furniture,Detroit,United States,SR-20425,Sharelle Roach,2018-06-14,CA-2018-140487,48234,FUR-BO-10000711,"Hon Metal Bookcases, Gray",Central,5221,Home Office,2018-06-20,Standard Class,Shipped On Time,Michigan,Bookcases,6,6,0,57,3,213,220
Furniture,Richmond,United States,TT-21460,Tonja Turnell,2021-11-26,CA-2021-141439,47374,FUR-CH-10004287,SAFCO Arco Folding Chair,Central,7136,Home Office,2021-12-01,Standard Class,Shipped Early,Indiana,Chairs,5,6,0,240,3,829,858
Furniture,Roseville,United States,PO-19180,Philisse Overcash,2019-11-10,CA-2019-121783,55113,FUR-FU-10004351,Staple-based wall hangings,Central,5853,Home Office,2019-11-14,Standard Class,Shipped Early,Minnesota,Furnishings,4,6,0,13,3,29,30
Furniture,Richmond,United States,TT-21460,Tonja Turnell,2021-11-26,CA-2021-141439,47374,FUR-TA-10001039,KI Adjustable-Height Table,Central,7132,Home Office,2021-12-01,Standard Class,Shipped Early,Indiana,Tables,5,6,0,67,3,258,267
Furniture,Minneapolis,United States,BF-11215,Benjamin Farhat,2020-06-09,CA-2020-154662,55407,FUR-TA-10001771,"Bush Cubix Conference Tables, Fully Assembled",Central,6047,Home Office,2020-06-16,Standard Class,Shipped Late,Minnesota,Tables,7,6,0,173,3,693,717
Furniture,Jackson,United States,MG-17650,Matthew Grinstein,2020-12-12,CA-2020-139395,49201,FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,Central,4575,Home Office,2020-12-18,Standard Class,Shipped On Time,Michigan,Furnishings,6,6,0,9,4,33,35
Furniture,Saginaw,United States,ME-17320,Maria Etezadi,2021-11-18,CA-2021-143434,48601,FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Central,2930,Home Office,2021-11-24,Standard Class,Shipped On Time,Michigan,Furnishings,6,6,0,8,4,20,20
Furniture,Saint Peters,United States,RD-19660,Robert Dilbeck,2020-03-20,CA-2020-127670,63376,FUR-TA-10001095,Chromcraft Round Conference Tables,Central,1041,Home Office,2020-03-24,Standard Class,Shipped Early,Missouri,Tables,4,6,0,146,4,697,722
Furniture,Moorhead,United States,MP-17470,Mark Packer,2018-11-17,CA-2018-145926,56560,FUR-CH-10004289,Global Super Steno Chair,Central,2093,Home Office,2018-11-21,Standard Class,Shipped Early,Minnesota,Chairs,4,6,0,82,5,480,497
Furniture,Lafayette,United States,SM-20320,Sean Miller,2021-07-09,CA-2021-145128,47905,FUR-FU-10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Central,2574,Home Office,2021-07-14,Standard Class,Shipped Early,Indiana,Furnishings,5,6,0,32,5,526,545
Furniture,Superior,United States,EM-14140,Eugene Moren,2020-05-30,CA-2020-152730,54880,FUR-FU-10001037,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Central,7255,Home Office,2020-06-04,Standard Class,Shipped Early,Wisconsin,Furnishings,5,6,0,21,5,47,49
Furniture,Tulsa,United States,RB-19465,Rick Bensley,2018-09-07,CA-2018-117765,74133,FUR-TA-10001039,KI Adjustable-Height Table,Central,5979,Home Office,2018-09-13,Standard Class,Shipped On Time,Oklahoma,Tables,6,6,0,112,5,430,445
Furniture,Trenton,United States,MA-17560,Matt Abelman,2018-08-08,CA-2018-124478,48183,FUR-FU-10002088,Nu-Dell Float Frame 11 x 14 1/2,Central,5072,Home Office,2018-08-12,Standard Class,Shipped Early,Michigan,Furnishings,4,6,0,23,6,54,56
Furniture,Dubuque,United States,DE-13255,Deanra Eno,2019-09-24,CA-2019-153381,52001,FUR-CH-10000988,Hon Olson Stacker Stools,Central,3427,Home Office,2019-09-28,Standard Class,Shipped Early,Iowa,Chairs,4,6,0,394,10,1408,1457
